ID,fixation_durations,fixation_counts,fixation_durations_elmo,fixation_counts_elmo,accumulate_fixation_durations,accumulate_fixation_counts,accumulate_fixation_durations_elmo,accumulate_fixations_counts_elmo,game_percentage,task,XAI_value,underreliance,condition
O31,0.697533905506134,12,0.0,0,239.81792950630188,163,3.2141778469085693,3,78.82333277619922,9,0,1,0
O32,0.646168555532183,28,0.0,0,567.3311247825623,527,149.74803924560547,281,91.42553083666954,14,0,1,0
O32,2.527756452560425,2,0.0,0,572.3866376876831,529,149.74803924560547,281,92.11979932093448,14,0,1,0
O33,1.4894667182649886,14,0.3724560439586639,8,516.3407964706421,606,3.36863660812378,12,83.91625861896672,11,0,1,0
O33,0.1285088062286377,1,0.0999255180358886,1,516.4693052768707,607,3.468562126159668,13,84.37094034176077,11,0,1,0
O33,3.086755752563477,2,0.0,0,559.386382818222,640,5.195639848709106,20,92.70010992305386,14,0,1,0
O33,0.5631084442138672,1,0.0,0,559.9494912624359,641,5.195639848709106,20,93.2647146997102,14,0,1,0
OX20,4.265764760971069,5,0.2420957814092221,23,477.8043351173401,262,197.37634801864624,424,58.17953208496116,7,1,1,1
OX20,2.023203939199448,16,0.3400804413689507,45,510.1755981445313,278,212.67996788024905,469,61.64174412860928,7,1,1,1
OX22,2.938545525074005,8,0.0,0,422.5335741043091,171,66.92808842658997,208,57.73936301946605,7,1,1,1
OX22,1.7614653640323217,9,0.1257137060165405,2,438.3867623806,180,67.17951583862305,210,60.260537916687305,7,1,1,1
OX24,1.124704698721568,12,0.3714926838874817,4,260.5658409595489,210,50.99889540672302,109,34.53392572143381,2,1,1,1
OX24,1.006458494398329,27,0.5242229302724203,21,287.74022030830383,237,62.00757694244385,130,37.90277358409179,2,1,1,1
OX25,2.298222984586443,7,0.0,0,501.633308172226,416,0.0,0,54.58075845068044,7,1,1,1
OX25,1.008454684857969,27,0.0,0,528.8615846633911,443,0.0,0,57.251882619119975,7,1,1,1
OX26,1.09544038772583,22,0.0,0,142.0695083141327,79,16.483609199523926,23,21.628109995635096,1,1,1,1
OX26,1.913255262374878,10,0.0,0,161.20206093788147,89,16.483609199523926,23,24.85268441728503,1,1,1,1
OX26,1.0977647701899211,12,0.0,0,174.37523818016052,101,16.483609199523926,23,27.59711916193801,2,1,1,1
OX26,1.6229239845275878,25,0.0,0,214.94833779335025,126,16.483609199523926,23,33.59886512439982,2,1,1,1
OX26,1.022780248097011,14,0.0,0,323.8121249675751,204,16.483609199523926,23,54.16302924487123,6,1,1,1
OX26,1.019473373889923,16,0.0,0,340.12369894981384,220,16.483609199523926,23,56.62374508948058,6,1,1,1
OX26,1.4673362970352173,4,0.0,0,345.9930441379547,224,16.483609199523926,23,57.74770842426887,7,1,1,1
OX26,1.073451966047287,16,0.0,0,363.1682755947113,240,16.483609199523926,23,60.8195111305107,7,1,1,1
OX26,0.9361178278923036,8,0.0,0,529.5737006664276,363,16.483609199523926,23,92.6669576604103,14,1,1,1
OX26,1.1192928473154704,15,0.0,0,546.3630933761597,378,16.483609199523926,23,95.400480139677,14,1,1,1
OX26,1.8819450855255129,5,0.0,0,555.7728188037872,383,16.483609199523926,23,97.04823221300742,15,1,1,1
OX26,1.506914883852005,8,0.0,0,567.8281378746033,391,16.483609199523926,23,99.04517677869926,15,1,1,1
OX29,1.4410749912261962,5,0.0,0,373.2109606266022,243,58.197410583496094,113,48.753548616039744,7,1,1,1
OX29,1.6020061140475066,23,0.0,0,410.0571012496948,266,58.197410583496094,113,53.16270404542228,7,1,1,1
OX31,4.446810603141785,2,0.0,0,258.2048416137696,236,81.16300845146179,294,58.64773078110528,7,1,1,1
OX31,0.8650175333023071,16,0.0,0,272.04512214660645,252,81.16300845146179,294,61.51898734177215,7,1,1,1
OX32,1.1664600019101743,27,0.2743698462196018,46,235.7451868057251,224,87.80711460113525,220,27.142962525818824,1,1,1,1
OX32,0.8536743640899658,30,0.485396248953683,14,261.3554177284241,254,94.60266208648682,234,30.12319268220714,1,1,1,1
OX32,0.7657099678402856,21,0.0,0,277.43532705307007,275,94.60266208648682,234,31.915756860430804,2,1,1,1
OX32,0.558258158189279,54,0.1112060546875,4,307.58126759529114,329,95.04748630523682,238,36.408232516966656,2,1,1,1
OX32,0.7103032097220421,32,0.1434061867850167,14,443.1742677688599,499,114.0798635482788,316,52.93228090882266,6,1,1,1
OX32,0.6783638125971744,38,0.2131995558738708,4,468.9520926475525,537,114.93266177177428,320,56.620684567719096,6,1,1,1
OX32,0.68123117515019,28,0.0,0,488.0265655517578,565,114.93266177177428,320,59.00708173502508,7,1,1,1
OX32,0.7342880879129682,28,0.0,0,508.5866320133209,593,114.93266177177428,320,61.32339923281204,7,1,1,1
O20,0.0,0,0.0,0,368.4628586769104,299,16.515218257904053,33,66.68309242225142,7,0,1,0
O20,0.0,0,0.0,0,368.4628586769104,299,16.515218257904053,33,67.2634691195795,7,0,1,0
O21,2.0176339149475098,5,1.102602481842041,1,164.675683259964,204,27.4766948223114,71,53.02400738688827,7,0,1,0
O21,0.6437617329990163,17,0.0,0,175.6196327209473,221,27.4766948223114,71,55.57094490612496,7,0,1,0
O21,1.2288453380266826,12,0.2017405209717927,27,297.24448585510254,325,33.72728157043457,102,92.7362265312404,14,0,1,0
O21,0.4053905540042453,18,0.3447098391396658,7,304.54151582717896,343,36.14025044441223,109,94.79070483225608,14,0,1,0
O24,0.8249390125274658,4,0.0,0,216.55303597450256,154,1.1166131496429443,4,46.56023023160203,2,0,1,0
O24,0.0,0,0.0,0,216.55303597450256,154,1.1166131496429443,4,47.26599972591476,2,0,1,0
O24,5.208802580833435,2,0.0,0,298.22791266441345,202,1.1166131496429443,4,65.89009181855558,6,0,1,0
O24,0.9912896951039633,3,0.0,0,301.20178174972534,205,1.1166131496429443,4,67.93202686035357,6,0,1,0
O24,1.269866704940796,2,0.0,0,338.26655769348145,230,1.1166131496429443,4,77.33315060983966,9,0,1,0
O24,1.041204531987508,6,0.0,0,344.5137848854065,236,1.1166131496429443,4,78.64190763327395,9,0,1,0
O24,0.9082750976085664,8,0.0,0,372.7691099643707,250,1.1166131496429443,4,84.67863505550226,11,0,1,0
O24,1.1957132418950398,6,0.0,0,379.94338941574097,256,1.1166131496429443,4,87.03576812388653,11,0,1,0
O25,0.983558434706468,13,0.0,0,144.07080101966858,126,9.48855447769165,19,36.98671958479621,2,0,1,0
O25,2.408689546585083,5,0.0,0,156.114248752594,131,9.48855447769165,19,40.29919096321172,2,0,1,0
O25,0.6636755019426346,16,0.4443024794260661,3,234.52218747138977,236,14.759589195251465,36,68.88261334147458,6,0,1,0
O25,1.3342126607894895,2,0.0,0,237.19061279296875,238,14.759589195251465,36,69.82903373530759,6,0,1,0
O25,0.9551031291484832,8,0.0,0,244.83143782615664,246,14.759589195251465,36,71.43184246679897,7,0,1,0
O25,0.5182995796203613,3,0.0,0,246.3863365650177,249,14.759589195251465,36,72.10349564951916,7,0,1,0
O26,1.879883936473301,7,0.387798547744751,12,263.4088637828827,224,72.08337569236755,176,37.1438453889057,2,0,1,0
O26,0.8941202813928778,11,0.0,0,273.24418687820435,235,72.08337569236755,176,38.74789225647455,2,0,1,0
O26,1.696516990661621,20,0.0,0,390.6986835002899,308,84.84773540496826,219,54.918068226036574,6,0,1,0
O26,1.126471757888794,9,0.0,0,400.83692932128906,317,84.84773540496826,219,56.82044186951446,6,0,1,0
O29,0.7063010120391846,25,0.0,0,174.55070781707764,279,84.24940276145935,73,51.89547581903277,2,0,1,0
O29,1.0716803868611653,3,0.1002228260040283,1,177.76574897766113,282,84.34962558746338,74,53.07332293291732,2,0,1,0
O29,0.882610559463501,2,0.2124526500701904,1,302.3626346588135,412,148.07068490982056,170,88.8455538221529,11,0,1,0
O29,1.536024808883667,3,0.0,0,306.9707090854645,415,148.07068490982056,170,89.72698907956318,11,0,1,0
O30,1.6921838311588062,17,0.0,0,446.7645406723023,263,0.0628612041473388,1,70.64194798007748,7,0,1,0
O30,0.475793441136678,3,0.0,0,448.1919209957123,266,0.0628612041473388,1,73.07692307692307,7,0,1,0
O31,1.6288133064905803,6,0.0,0,231.44752264022827,151,3.2141778469085693,3,75.53902724385759,9,0,1,0
O31,0.697533905506134,12,0.0,0,239.81792950630188,163,3.2141778469085693,3,78.82333277619922,9,0,1,0
O32,0.646168555532183,28,0.0,0,567.3311247825623,527,149.74803924560547,281,91.42553083666954,14,0,1,0
O32,2.527756452560425,2,0.0,0,572.3866376876831,529,149.74803924560547,281,92.11979932093448,14,0,1,0
O33,1.4894667182649886,14,0.3724560439586639,8,516.3407964706421,606,3.36863660812378,12,83.91625861896672,11,0,1,0
O33,0.1285088062286377,1,0.0999255180358886,1,516.4693052768707,607,3.468562126159668,13,84.37094034176077,11,0,1,0
O33,3.086755752563477,2,0.0,0,559.386382818222,640,5.195639848709106,20,92.70010992305386,14,0,1,0
O33,0.5631084442138672,1,0.0,0,559.9494912624359,641,5.195639848709106,20,93.2647146997102,14,0,1,0
OX20,4.265764760971069,5,0.2420957814092221,23,477.8043351173401,262,197.37634801864624,424,58.17953208496116,7,1,1,1
OX20,2.023203939199448,16,0.3400804413689507,45,510.1755981445313,278,212.67996788024905,469,61.64174412860928,7,1,1,1
OX22,2.938545525074005,8,0.0,0,422.5335741043091,171,66.92808842658997,208,57.73936301946605,7,1,1,1
OX22,1.7614653640323217,9,0.1257137060165405,2,438.3867623806,180,67.17951583862305,210,60.260537916687305,7,1,1,1
OX24,1.124704698721568,12,0.3714926838874817,4,260.5658409595489,210,50.99889540672302,109,34.53392572143381,2,1,1,1
OX24,1.006458494398329,27,0.5242229302724203,21,287.74022030830383,237,62.00757694244385,130,37.90277358409179,2,1,1,1
OX25,2.298222984586443,7,0.0,0,501.633308172226,416,0.0,0,54.58075845068044,7,1,1,1
OX25,1.008454684857969,27,0.0,0,528.8615846633911,443,0.0,0,57.251882619119975,7,1,1,1
OX26,1.09544038772583,22,0.0,0,142.0695083141327,79,16.483609199523926,23,21.628109995635096,1,1,1,1
OX26,1.913255262374878,10,0.0,0,161.20206093788147,89,16.483609199523926,23,24.85268441728503,1,1,1,1
OX26,1.0977647701899211,12,0.0,0,174.37523818016052,101,16.483609199523926,23,27.59711916193801,2,1,1,1
OX26,1.6229239845275878,25,0.0,0,214.94833779335025,126,16.483609199523926,23,33.59886512439982,2,1,1,1
OX26,1.022780248097011,14,0.0,0,323.8121249675751,204,16.483609199523926,23,54.16302924487123,6,1,1,1
OX26,1.019473373889923,16,0.0,0,340.12369894981384,220,16.483609199523926,23,56.62374508948058,6,1,1,1
OX26,1.4673362970352173,4,0.0,0,345.9930441379547,224,16.483609199523926,23,57.74770842426887,7,1,1,1
OX26,1.073451966047287,16,0.0,0,363.1682755947113,240,16.483609199523926,23,60.8195111305107,7,1,1,1
OX26,0.9361178278923036,8,0.0,0,529.5737006664276,363,16.483609199523926,23,92.6669576604103,14,1,1,1
OX26,1.1192928473154704,15,0.0,0,546.3630933761597,378,16.483609199523926,23,95.400480139677,14,1,1,1
OX26,1.8819450855255129,5,0.0,0,555.7728188037872,383,16.483609199523926,23,97.04823221300742,15,1,1,1
OX26,1.506914883852005,8,0.0,0,567.8281378746033,391,16.483609199523926,23,99.04517677869926,15,1,1,1
OX29,1.4410749912261962,5,0.0,0,373.2109606266022,243,58.197410583496094,113,48.753548616039744,7,1,1,1
OX29,1.6020061140475066,23,0.0,0,410.0571012496948,266,58.197410583496094,113,53.16270404542228,7,1,1,1
OX31,4.446810603141785,2,0.0,0,258.2048416137696,236,81.16300845146179,294,58.64773078110528,7,1,1,1
OX31,0.8650175333023071,16,0.0,0,272.04512214660645,252,81.16300845146179,294,61.51898734177215,7,1,1,1
OX32,1.1664600019101743,27,0.2743698462196018,46,235.7451868057251,224,87.80711460113525,220,27.142962525818824,1,1,1,1
OX32,0.8536743640899658,30,0.485396248953683,14,261.3554177284241,254,94.60266208648682,234,30.12319268220714,1,1,1,1
OX32,0.7657099678402856,21,0.0,0,277.43532705307007,275,94.60266208648682,234,31.915756860430804,2,1,1,1
OX32,0.558258158189279,54,0.1112060546875,4,307.58126759529114,329,95.04748630523682,238,36.408232516966656,2,1,1,1
OX32,0.7103032097220421,32,0.1434061867850167,14,443.1742677688599,499,114.0798635482788,316,52.93228090882266,6,1,1,1
OX32,0.6783638125971744,38,0.2131995558738708,4,468.9520926475525,537,114.93266177177428,320,56.620684567719096,6,1,1,1
OX32,0.68123117515019,28,0.0,0,488.0265655517578,565,114.93266177177428,320,59.00708173502508,7,1,1,1
OX32,0.7342880879129682,28,0.0,0,508.5866320133209,593,114.93266177177428,320,61.32339923281204,7,1,1,1
O20,1.140784780184428,24,0.0,0,214.559889793396,182,14.097303867340088,23,36.49802890932983,2,0,0,11
O20,0.6306811968485514,15,0.0,0,224.02010774612427,197,14.097303867340088,23,38.75383267630311,2,0,0,11
O20,1.0716393558602584,38,0.0,0,264.7424032688141,235,14.097303867340088,23,44.97371879106439,3,0,0,11
O20,1.6598470211029053,6,0.0,0,274.7014853954315,241,14.097303867340088,23,46.75317564607972,3,0,0,11
O20,0.0,0,0.0,0,368.4628586769104,299,16.515218257904053,33,76.59877354358301,9,0,0,11
O20,0.0,0,0.0,0,368.4628586769104,299,16.515218257904053,33,77.87450722733246,9,0,0,11
O20,0.0,0,0.0,0,368.4628586769104,299,16.515218257904053,33,84.49956197985107,11,0,0,11
O20,0.0,0,0.0,0,368.4628586769104,299,16.515218257904053,33,85.43035479632063,11,0,0,11
O20,0.305851936340332,3,0.0,0,369.3804144859314,302,22.24910068511963,40,98.59833552343407,15,0,0,11
O20,0.7275063196818033,3,0.0,0,371.5629334449768,305,22.24910068511963,40,99.41414805081034,15,0,0,11
O21,0.9197853008906046,12,0.0625751018524169,1,94.4086093902588,136,22.043242931365967,57,33.4949215143121,3,0,0,11
O21,1.4784033298492432,2,0.1662760972976684,2,97.36541604995728,138,22.375795125961304,59,35.141582025238534,3,0,0,11
O21,0.8132852448357476,9,0.0,0,203.2817132472992,255,27.4766948223114,71,65.94336718990459,9,0,0,11
O21,0.6835564374923706,4,0.3463318347930908,1,206.01593899726868,259,27.82302665710449,72,66.76669744536781,9,0,0,11
O21,2.017506380875905,12,0.0,0,238.953955411911,285,27.82302665710449,72,77.16220375500154,11,0,0,11
O21,2.750244736671448,2,0.0,0,244.4544448852539,287,27.82302665710449,72,78.41643582640813,11,0,0,11
O21,0.9232855002085368,15,0.3385062085257636,18,318.390798330307,358,42.23336219787598,127,98.19944598337948,15,0,0,11
O21,0.7815643548965454,2,0.1751892907278878,7,319.9539270401001,360,43.45968723297119,134,99.09972299168976,15,0,0,11
O22,1.2985089719295502,8,0.0,0,246.8582029342652,92,18.10828709602356,44,39.868026394721056,2,0,0,11
O22,1.363114356994629,5,0.0,0,253.67377471923828,97,18.10828709602356,44,41.571685662867424,2,0,0,11
O22,3.727921152114868,10,0.0,0,355.1751365661621,145,18.10828709602356,44,59.88602279544091,6,0,0,11
O22,1.053375204404195,6,0.0,0,361.4953877925873,151,18.10828709602356,44,61.15776844631073,6,0,0,11
O22,2.1537741747769443,11,0.0,0,385.18690371513367,162,18.10828709602356,44,64.58308338332334,7,0,0,11
O22,0.7802762587865194,6,0.0,0,389.8685612678528,168,18.10828709602356,44,65.36292741451709,7,0,0,11
O22,1.829989300833808,9,0.0,0,479.6377546787262,220,18.10828709602356,44,81.34373125374925,11,0,0,11
O22,1.4797539710998535,3,0.0,0,484.07701659202576,223,18.10828709602356,44,82.11157768446311,11,0,0,11
O22,1.2337526082992554,14,0.0,0,529.4392831325531,249,18.10828709602356,44,91.6736652669466,14,0,0,11
O22,3.118741750717163,2,0.0,0,535.6767666339874,251,18.10828709602356,44,92.9634073185363,14,0,0,11
O24,1.9740787943204243,12,0.0,0,268.946213722229,190,1.1166131496429443,4,58.112923119090034,4,0,0,11
O24,0.5368479490280151,2,0.0,0,270.01990962028503,192,1.1166131496429443,4,58.79128408935179,4,0,0,11
O24,1.63591734568278,3,0.0,0,384.8511414527893,259,1.1166131496429443,4,88.86528710428944,12,0,0,11
O24,0.0,0,0.0,0,384.8511414527893,259,1.1166131496429443,4,90.00959298341785,12,0,0,11
O25,0.8469837506612142,3,0.2002401351928711,1,158.65520000457764,134,9.68879461288452,20,41.43642192031751,3,0,0,11
O25,0.8317327499389648,15,0.2667745351791382,2,171.1311912536621,149,10.222343683242798,22,45.33658983361319,3,0,0,11
O25,2.223390221595764,4,0.0,0,293.71902799606323,278,14.759589195251465,36,86.98671958479622,11,0,0,11
O25,1.303592824935913,5,0.0,0,300.2369921207428,283,14.759589195251465,36,88.91009006258587,11,0,0,11
O26,1.5065935525027188,22,0.2692540305001395,35,306.38924503326416,257,81.50726675987244,211,42.924467119201005,3,0,0,11
O26,1.1556516488393147,3,0.0,0,309.8561999797821,260,81.50726675987244,211,43.828094599853,3,0,0,11
O26,2.059737831354141,8,0.0,0,417.3148319721222,325,84.84773540496826,219,58.817934195166245,7,0,0,11
O26,1.6499882539113362,18,0.0,0,447.0146205425263,343,84.84773540496826,219,62.90803752864369,7,0,0,11
O26,2.6576881068093434,7,0.0,0,592.9295868873596,451,93.250727891922,245,84.76804012278957,14,0,0,11
O26,1.4919591443292026,29,0.302192211151123,1,636.1964020729065,480,93.55292010307312,246,90.28924726533788,14,0,0,11
O26,1.1218736422689335,38,0.2699572823264382,11,678.827600479126,518,96.52245020866394,257,96.24281205413118,15,0,0,11
O26,0.9157000269208636,7,0.4796128273010254,7,685.237500667572,525,99.87973999977112,264,97.31505901681872,15,0,0,11
O27,0.3815267562866211,10,0.0,0,13.689237117767334,50,0.6317083835601807,6,31.48671565856416,2,0,0,11
O27,0.1254823207855224,3,0.0,0,14.0656840801239,53,0.6317083835601807,6,32.14891383348139,2,0,0,11
O27,0.3000591278076172,15,0.0,0,81.73872995376587,239,0.6317083835601807,6,61.22910441734636,7,0,0,11
O27,0.438535213470459,4,0.0,0,83.4928708076477,243,0.6317083835601807,6,61.92764273600905,7,0,0,11
O27,0.2551676432291667,9,0.0,0,131.21952152252197,374,0.6317083835601807,6,94.82758620689656,14,0,0,11
O27,0.0,0,0.0,0,131.21952152252197,374,0.6317083835601807,6,96.0591133004926,14,0,0,11
O28,0.9679463250296456,7,0.0,0,159.25721788406372,135,42.22443413734436,67,47.64682220434433,2,0,0,11
O28,0.7723526954650879,4,0.0,0,162.34662866592407,139,42.22443413734436,67,48.85358004827031,2,0,0,11
O28,0.940512090921402,8,0.0,0,184.04868292808533,161,42.22443413734436,67,55.842719227674976,4,0,0,11
O28,1.4352260828018188,2,0.0,0,186.91913509368896,163,42.22443413734436,67,57.29082864038616,4,0,0,11
O28,0.912340203921,6,0.0,0,211.8735239505768,186,42.22443413734436,67,66.3515687851971,7,0,0,11
O28,0.5918031930923462,8,0.0,0,216.60794949531555,194,42.22443413734436,67,68.01086082059533,7,0,0,11
O28,0.0,0,0.0,0,247.2211701869965,221,42.22443413734436,67,79.72646822204345,11,0,0,11
O28,1.207095205783844,4,0.0,0,252.04955101013184,225,42.22443413734436,67,81.13435237329043,11,0,0,11
O28,0.8076043128967285,8,0.0,0,287.25036239624023,262,42.22443413734436,67,93.11142397425584,15,0,0,11
O28,0.4809663295745849,1,0.0,0,287.7313287258148,263,42.22443413734436,67,94.52936444086887,15,0,0,11
O29,0.7299207846323649,45,1.2308243723476635,17,144.1151158809662,231,83.98181462287903,70,43.31513260530421,1,0,0,11
O29,0.5555681145709493,23,0.0891960461934407,3,156.89318251609802,254,84.24940276145935,73,47.1216848673947,1,0,0,11
O29,0.8538190885023638,11,0.5001792430877685,5,198.1135087013245,309,99.36981773376463,94,59.21996879875196,4,0,0,11
O29,0.7845042433057513,7,0.0,0,203.60503840446472,316,99.36981773376463,94,60.91263650546021,4,0,0,11
O29,0.8110547512769699,32,0.3916754505851052,11,236.81749629974365,357,103.96004033088684,108,71.6380655226209,6,0,0,11
O29,0.7804340124130249,2,0.7467235088348388,5,238.3783643245697,359,107.69365787506104,113,72.71450858034322,6,0,0,11
O29,0.4586333632469177,8,0.5091110978807721,7,242.04743123054504,367,111.25743556022644,120,73.8767550702028,7,0,0,11
O29,1.2731890678405762,12,0.5893001397450764,15,257.325700044632,379,120.0969376564026,135,77.46489859594384,7,0,0,11
O29,0.8694848219553629,6,0.9878299236297609,4,262.54260897636414,385,124.04825735092165,139,78.69734789391576,8,0,0,11
O29,1.0824767112731934,5,0.7390763759613037,5,267.9549925327301,390,127.74363923072816,144,79.89859594383776,8,0,0,11
O29,1.942316007614136,10,1.100072513927113,11,287.37815260887146,400,139.8444368839264,155,84.07956318252731,9,0,0,11
O29,1.457951307296753,2,0.62833038965861,3,290.29405522346497,402,141.72942805290222,158,85.10140405616224,9,0,0,11
O29,1.9008234739303589,2,1.0012593269348145,1,310.7723560333252,417,149.07194423675537,171,90.55382215288611,12,0,0,11
O29,1.433372974395752,3,0.2548394884381975,7,315.07247495651245,420,150.85582065582275,178,91.591263650546,12,0,0,11
O30,4.784235749925886,7,0.0,0,249.2880184650421,143,0.0628612041473388,1,38.909795240730496,2,0,0,11
O30,0.9044400453567504,4,0.0,0,252.90577864646912,147,0.0628612041473388,1,40.193691200885446,2,0,0,11
O31,0.0,0,0.0,0,185.48801398277283,112,3.2141778469085693,3,48.54587999331439,1,0,0,11
O31,0.0,0,0.0,0,185.48801398277283,112,3.2141778469085693,3,49.314725054320576,1,0,0,11
O31,0.0,0,0.0,0,185.48801398277283,112,3.2141778469085693,3,50.384422530503095,2,0,0,11
O31,0.0,0,0.0,0,185.48801398277283,112,3.2141778469085693,3,51.77168644492729,2,0,0,11
O31,1.4352446397145588,3,0.0,0,211.00362491607663,136,3.2141778469085693,3,69.67240514791911,7,0,0,11
O31,0.7920289635658264,4,0.0,0,214.17174077034,140,3.2141778469085693,3,70.73374561256894,7,0,0,11
O31,1.0960044860839844,3,0.0,0,252.4974489212036,180,3.2141778469085693,3,82.69262911582817,11,0,0,11
O31,1.1371614535649617,6,0.0,0,259.3204176425934,186,3.2141778469085693,3,84.40581648002674,11,0,0,11
O31,0.9599350293477376,3,0.0,0,268.2629141807556,196,3.2141778469085693,3,92.61240180511447,14,0,0,11
O31,1.0869746804237366,4,0.0,0,272.61081290245056,200,3.2141778469085693,3,94.47601537690122,14,0,0,11
O31,1.323428710301717,3,0.0,0,276.5810990333557,203,3.2141778469085693,3,96.03041952197894,15,0,0,11
O31,0.0,0,0.0,0,276.5810990333557,203,3.2141778469085693,3,97.20040113655357,15,0,0,11
O32,0.8289038693463361,27,0.1791063679589165,9,299.5181448459625,290,92.0016872882843,163,47.184918664166624,4,0,0,11
O32,0.5644088089466095,8,0.0,0,304.0334153175354,298,92.0016872882843,163,48.17817868545077,4,0,0,11
O32,1.183720350265503,20,0.1899519496493869,18,350.3750956058502,329,98.17719554901124,189,55.916485075761415,6,0,0,11
O32,1.7749391198158264,8,1.3957456747690835,6,364.5746085643768,337,106.55166959762572,195,57.9891552222166,6,0,0,11
O33,1.268998838606335,21,0.0,0,171.7188127040863,197,0.3224885463714599,3,27.06105725991806,1,0,0,11
O33,1.3585087537765503,10,0.0,0,185.3039002418518,207,0.3224885463714599,3,28.71489957030079,1,0,0,11
O33,0.7400276752618643,52,0.0,0,258.0613479614258,308,0.3224885463714599,3,41.98561007294894,3,0,0,11
O33,1.5795966784159343,3,0.0,0,262.8001379966736,311,0.3224885463714599,3,42.85999800139902,3,0,0,11
O33,0.8951740071580216,37,0.0,0,295.9215762615204,348,0.3224885463714599,3,48.296192665134406,4,0,0,11
O33,0.3194460528237479,7,0.0,0,298.1576986312866,355,0.3224885463714599,3,49.070650544618765,4,0,0,11
O33,0.3883095460060315,39,0.0,0,407.7155759334564,484,0.3224885463714599,3,67.08304187069052,7,0,0,11
O33,0.4139024955885751,28,0.0,0,419.3048458099365,512,0.3224885463714599,3,69.151593884281,7,0,0,11
O33,0.8335826150302229,29,0.0,0,443.478741645813,541,0.3224885463714599,3,72.43929249525333,8,0,0,11
